Season,Team,G,Date,Home,Opp,W/L,Tm_Pts,Opp_Pts,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
2002,LAC,80,2002-04-13,1,MIN,L,98,101,37,67,.552,4,10,.400,20,28,.714,6,28,26,2,7,13,24,38,74,.514,4,7,.571,21,23,.913,8,35,23,6,2,11,22
2002,LAC,81,2002-04-16,1,MEM,W,92,84,38,81,.469,7,20,.350,9,15,.600,10,39,26,9,7,9,13,37,84,.440,3,16,.188,7,7,1.000,10,41,21,4,4,12,14
2002,LAC,82,2002-04-17,0,GSW,L,103,107,40,94,.426,4,13,.308,19,22,.864,14,45,25,7,7,14,25,39,83,.470,5,10,.500,24,28,.857,9,47,25,11,10,14,25
2002,MEM,1,2001-11-01,1,DET,L,80,90,28,78,.359,4,18,.222,20,29,.690,18,53,17,8,3,25,23,35,78,.449,6,19,.316,14,14,1.000,6,38,20,11,8,18,25
2002,MEM,2,2001-11-02,0,MIN,L,102,111,39,91,.429,9,28,.321,15,26,.577,13,45,23,6,7,14,26,40,85,.471,3,9,.333,28,36,.778,7,48,32,6,5,12,20
2002,MEM,3,2001-11-04,1,DAL,L,85,94,26,76,.342,4,20,.200,29,37,.784,13,52,15,10,5,20,22,37,78,.474,2,18,.111,18,31,.581,5,42,24,11,5,15,26
2002,MEM,4,2001-11-06,0,PHO,L,101,113,36,86,.419,10,25,.400,19,28,.679,9,32,26,7,4,9,15,44,79,.557,3,11,.273,22,27,.815,10,50,30,9,4,11,24
2002,MEM,5,2001-11-07,0,LAC,L,92,108,36,83,.434,4,18,.222,16,22,.727,12,36,26,8,7,11,25,40,87,.460,3,13,.231,25,28,.893,19,52,22,5,7,16,23
2002,MEM,6,2001-11-09,0,LAL,L,86,110,36,98,.367,4,16,.250,10,14,.714,19,48,22,13,6,17,18,45,88,.511,7,16,.438,13,19,.684,12,47,30,12,10,19,18
2002,MEM,7,2001-11-12,1,GSW,L,79,86,30,76,.395,2,9,.222,17,27,.630,11,38,21,10,10,19,25,34,78,.436,4,8,.500,14,22,.636,16,49,16,10,9,24,30
2002,MEM,8,2001-11-15,1,POR,L,85,101,35,77,.455,5,16,.313,10,14,.714,19,47,24,5,6,19,21,37,85,.435,6,16,.375,21,27,.778,21,41,28,10,2,7,18
2002,MEM,9,2001-11-17,1,CLE,W,98,93,36,76,.474,6,13,.462,20,35,.571,10,37,22,7,6,9,17,38,80,.475,3,11,.273,14,21,.667,12,45,28,5,2,11,27
2002,MEM,10,2001-11-21,0,CLE,L,94,101,34,74,.459,6,15,.400,20,27,.741,9,29,24,13,8,17,19,37,77,.481,10,17,.588,17,20,.850,15,43,29,11,7,22,24
2002,MEM,11,2001-11-23,1,PHO,L,89,103,33,81,.407,7,18,.389,16,25,.640,10,33,20,13,6,13,17,42,74,.568,3,10,.300,16,16,1.000,7,45,21,9,5,22,25
2002,MEM,12,2001-11-24,0,DET,L,84,91,33,73,.452,6,18,.333,12,16,.750,9,42,17,7,6,20,23,34,70,.486,3,9,.333,20,29,.690,5,34,19,7,7,16,17
2002,MEM,13,2001-11-26,1,SAC,W,98,94,41,86,.477,5,15,.333,11,16,.688,8,44,31,8,6,11,21,35,80,.438,4,10,.400,20,30,.667,10,48,24,8,4,15,19
2002,MEM,14,2001-11-29,0,TOR,L,88,91,35,87,.402,5,13,.385,13,20,.650,13,41,21,12,4,20,22,33,78,.423,3,9,.333,22,24,.917,11,44,19,11,7,19,20
2002,MEM,15,2001-11-30,1,HOU,W,102,85,44,89,.494,11,20,.550,3,4,.750,10,40,24,11,10,11,23,31,72,.431,4,13,.308,19,26,.731,11,41,17,4,4,17,16
2002,MEM,16,2001-12-02,0,PHI,W,93,87,36,79,.456,5,16,.313,16,19,.842,14,46,26,9,7,16,23,35,91,.385,1,11,.091,16,22,.727,21,47,24,9,11,11,16
2002,MEM,17,2001-12-03,0,ORL,L,71,113,26,77,.338,2,10,.200,17,29,.586,14,33,19,16,1,17,15,44,78,.564,11,19,.579,14,16,.875,11,52,27,8,8,21,20
2002,MEM,18,2001-12-06,1,MIN,L,80,105,30,82,.366,3,17,.176,17,21,.810,12,42,17,8,7,18,13,45,96,.469,2,6,.333,13,16,.813,18,54,28,10,4,14,18
2002,MEM,19,2001-12-08,1,PHI,W,92,83,33,76,.434,7,21,.333,19,23,.826,5,33,20,8,4,9,16,33,74,.446,0,4,.000,17,20,.850,14,48,14,3,4,19,19
2002,MEM,20,2001-12-11,1,WAS,L,81,91,36,89,.404,5,15,.333,4,9,.444,13,46,22,4,5,13,18,39,83,.470,1,5,.200,12,17,.706,8,47,26,8,6,11,15
2002,MEM,21,2001-12-13,0,DEN,L,86,89,29,80,.363,3,9,.333,25,27,.926,11,45,20,11,5,17,17,37,91,.407,4,21,.190,11,18,.611,19,57,22,12,9,17,23
2002,MEM,22,2001-12-15,0,GSW,L,84,93,34,83,.410,8,21,.381,8,12,.667,10,34,17,7,4,16,27,37,77,.481,3,11,.273,16,26,.615,15,50,22,10,3,20,18
2002,MEM,23,2001-12-16,0,SAC,L,87,104,34,95,.358,3,15,.200,16,23,.696,14,43,16,10,3,16,19,41,92,.446,3,10,.300,19,23,.826,19,61,22,8,8,18,20
2002,MEM,24,2001-12-18,1,MIL,L,105,114,37,87,.425,8,25,.320,23,33,.697,12,33,28,10,2,7,22,41,77,.532,12,23,.522,20,28,.714,13,44,24,4,9,14,23
2002,MEM,25,2001-12-20,0,NYK,W,90,88,35,75,.467,3,12,.250,17,24,.708,11,39,22,9,6,16,16,36,80,.450,4,11,.364,12,15,.800,14,43,16,10,6,15,19
2002,MEM,26,2001-12-21,1,LAL,W,114,108,42,84,.500,4,15,.267,26,33,.788,9,32,26,11,3,4,17,45,94,.479,5,21,.238,13,18,.722,19,48,32,2,6,15,26
2002,MEM,27,2001-12-23,0,BOS,L,80,85,26,76,.342,4,15,.267,24,29,.828,9,37,19,19,9,20,19,31,83,.373,5,21,.238,18,21,.857,22,60,22,11,6,25,21
2002,MEM,28,2001-12-26,1,CHI,W,107,85,39,84,.464,6,14,.429,23,30,.767,15,53,29,5,8,12,14,36,87,.414,3,7,.429,10,21,.476,13,41,20,9,6,12,27
2002,MEM,29,2001-12-28,0,MIA,W,91,86,33,76,.434,3,8,.375,22,31,.710,12,45,20,5,4,17,15,39,89,.438,2,10,.200,6,15,.400,16,48,22,7,7,20,25
2002,MEM,30,2001-12-30,1,SAS,L,79,83,31,84,.369,7,14,.500,10,16,.625,16,48,18,10,6,16,17,35,80,.438,3,10,.300,10,24,.417,18,48,22,9,9,14,20
2002,MEM,31,2002-01-02,0,NJN,L,74,92,28,100,.280,1,11,.091,17,18,.944,24,55,15,8,8,18,18,39,83,.470,2,4,.500,12,14,.857,10,48,32,12,10,17,21
2002,MEM,32,2002-01-04,1,ATL,L,109,113,39,79,.494,5,18,.278,26,34,.765,10,42,25,9,11,14,24,39,82,.476,9,16,.563,26,35,.743,10,40,26,11,5,12,29
2002,MEM,33,2002-01-06,1,SEA,L,77,89,35,74,.473,2,11,.182,5,10,.500,10,38,21,9,3,17,14,36,82,.439,10,18,.556,7,12,.583,13,42,27,9,6,16,15
2002,MEM,34,2002-01-08,1,TOR,W,84,81,36,77,.468,2,9,.222,10,21,.476,16,49,24,8,7,17,16,35,85,.412,2,9,.222,9,12,.750,13,38,21,8,4,11,23
2002,MEM,35,2002-01-10,0,PHO,W,102,96,38,77,.494,2,10,.200,24,30,.800,9,43,18,5,7,12,19,39,95,.411,4,16,.250,14,19,.737,20,44,22,5,2,10,25
2002,MEM,36,2002-01-12,0,UTA,W,97,95,36,81,.444,6,17,.353,19,28,.679,10,43,18,10,12,18,22,38,94,.404,5,13,.385,14,19,.737,19,55,27,9,5,18,20
2002,MEM,37,2002-01-14,0,LAL,L,81,120,31,78,.397,1,10,.100,18,23,.783,16,48,17,3,4,25,19,48,97,.495,10,22,.455,14,17,.824,15,45,32,14,8,8,17
2002,MEM,38,2002-01-17,1,DAL,L,97,108,38,75,.507,5,16,.313,16,21,.762,10,36,21,10,6,16,21,39,82,.476,9,16,.563,21,26,.808,14,39,21,11,2,12,21
2002,MEM,39,2002-01-19,1,ORL,L,103,119,37,86,.430,5,17,.294,24,32,.750,13,44,21,3,5,15,21,45,87,.517,9,16,.563,20,25,.800,10,46,35,10,4,11,23
2002,MEM,40,2002-01-21,0,SAC,L,98,112,41,73,.562,2,6,.333,14,20,.700,6,40,27,9,3,23,22,46,94,.489,3,14,.214,17,26,.654,17,46,23,15,0,13,18
2002,MEM,41,2002-01-23,0,GSW,L,95,107,37,73,.507,3,10,.300,18,26,.692,6,29,25,9,3,12,21,43,91,.473,3,14,.214,18,22,.818,22,51,25,7,6,15,26
2002,MEM,42,2002-01-24,0,POR,L,82,120,35,83,.422,3,9,.333,9,13,.692,12,30,23,10,2,17,15,48,86,.558,6,9,.667,18,21,.857,14,47,32,12,6,12,13
2002,MEM,43,2002-01-26,0,CHI,L,92,95,36,75,.480,4,13,.308,16,26,.615,11,37,23,8,10,15,20,35,83,.422,8,15,.533,17,21,.810,17,44,21,10,4,14,26
2002,MEM,44,2002-01-28,1,LAC,W,119,115,44,88,.500,2,6,.333,29,40,.725,12,45,32,6,12,9,22,47,100,.470,5,13,.385,16,19,.842,18,47,29,5,10,12,31
2002,MEM,45,2002-01-30,0,IND,L,82,83,33,78,.423,2,6,.333,14,21,.667,10,44,20,4,8,15,19,29,74,.392,5,13,.385,20,29,.690,7,43,19,11,9,13,24
2002,MEM,46,2002-02-01,1,LAL,L,85,100,37,73,.507,0,6,.000,11,15,.733,8,30,24,9,4,11,15,41,75,.547,11,20,.550,7,9,.778,10,37,28,9,5,13,19
2002,MEM,47,2002-02-03,1,CHH,L,79,97,29,63,.460,2,8,.250,19,25,.760,6,32,19,3,5,18,23,37,78,.474,1,7,.143,22,28,.786,12,35,29,7,2,6,20
2002,MEM,48,2002-02-05,1,UTA,W,86,79,26,60,.433,4,13,.308,30,43,.698,8,44,17,6,8,16,27,24,80,.300,4,11,.364,27,41,.659,22,52,14,9,4,14,35
2002,MEM,49,2002-02-07,0,MIL,L,103,107,39,83,.470,3,8,.375,22,26,.846,13,40,22,9,5,16,19,41,81,.506,7,21,.333,18,20,.900,10,40,31,9,4,15,24
2002,MEM,50,2002-02-12,0,HOU,L,78,85,35,81,.432,1,7,.143,7,12,.583,14,48,22,8,4,18,20,30,83,.361,4,16,.250,21,27,.778,16,45,14,12,3,15,21
2002,MEM,51,2002-02-14,1,DEN,L,85,100,34,71,.479,0,6,.000,17,28,.607,14,43,25,6,7,17,12,40,82,.488,10,18,.556,10,15,.667,10,34,23,12,9,11,28
2002,MEM,52,2002-02-17,0,CHH,W,92,78,39,78,.500,3,12,.250,11,18,.611,11,43,28,8,3,15,22,28,83,.337,0,10,.000,22,27,.815,17,45,21,11,5,16,19
2002,MEM,53,2002-02-19,0,SAS,L,93,99,39,90,.433,2,9,.222,13,15,.867,11,42,25,10,3,16,21,35,80,.438,7,20,.350,22,26,.846,6,42,24,13,10,17,18
2002,MEM,54,2002-02-21,1,PHO,L,72,78,30,69,.435,4,11,.364,8,16,.500,12,39,20,10,6,22,16,32,74,.432,3,8,.375,11,14,.786,14,40,19,19,5,20,16
2002,MEM,55,2002-02-25,1,LAC,L,77,90,32,79,.405,2,15,.133,11,19,.579,9,40,20,9,5,16,22,32,73,.438,4,9,.444,22,30,.733,10,47,19,11,6,18,23
2002,MEM,56,2002-02-26,0,DAL,L,91,104,34,83,.410,6,16,.375,17,22,.773,17,47,21,4,4,15,18,42,84,.500,7,20,.350,13,17,.765,11,44,28,9,5,10,18
2002,MEM,57,2002-02-28,0,UTA,L,70,114,23,73,.315,0,9,.000,24,36,.667,20,41,8,7,8,24,22,46,79,.582,4,10,.400,18,25,.720,15,45,39,14,11,12,29
2002,MEM,58,2002-03-01,0,DEN,L,83,96,27,63,.429,2,8,.250,27,35,.771,9,34,19,8,6,19,22,36,73,.493,4,14,.286,20,24,.833,10,34,14,11,4,14,29
2002,MEM,59,2002-03-03,1,SEA,L,71,96,27,81,.333,2,11,.182,15,20,.750,14,43,20,4,1,14,15,41,79,.519,2,11,.182,12,19,.632,10,48,28,10,8,8,21
2002,MEM,60,2002-03-04,0,ATL,L,76,95,28,68,.412,2,6,.333,18,31,.581,9,33,13,7,4,15,15,39,71,.549,7,14,.500,10,13,.769,6,35,26,8,4,16,27
2002,MEM,61,2002-03-07,1,IND,W,122,111,51,85,.600,6,14,.429,14,22,.636,9,43,28,6,9,16,23,44,96,.458,6,19,.316,17,27,.630,20,44,20,13,2,12,24
2002,MEM,62,2002-03-09,1,MIA,L,88,93,35,89,.393,7,14,.500,11,17,.647,17,44,16,8,3,13,22,34,78,.436,4,8,.500,21,28,.750,14,47,23,8,9,14,18
2002,MEM,63,2002-03-11,1,UTA,W,79,78,32,78,.410,6,17,.353,9,17,.529,13,40,24,11,6,17,20,28,74,.378,3,8,.375,19,26,.731,17,47,23,11,8,17,18
2002,MEM,64,2002-03-12,0,SAS,L,84,98,36,78,.462,1,12,.083,11,14,.786,7,36,18,9,6,16,20,37,75,.493,4,10,.400,20,25,.800,8,36,18,9,3,14,15
2002,MEM,65,2002-03-15,1,BOS,L,97,103,35,72,.486,4,15,.267,23,27,.852,5,42,21,6,11,20,23,35,98,.357,10,34,.294,23,25,.920,20,48,21,17,2,12,23
2002,MEM,66,2002-03-17,1,NJN,L,76,87,29,80,.363,3,9,.333,15,17,.882,14,48,23,4,5,18,17,33,82,.402,9,18,.500,12,17,.706,13,46,25,10,6,12,21
2002,MEM,67,2002-03-19,1,NYK,L,92,101,39,79,.494,4,8,.500,10,13,.769,10,48,24,4,5,17,20,33,83,.398,8,23,.348,27,29,.931,11,43,21,10,5,10,16
2002,MEM,68,2002-03-21,1,MIN,L,93,95,36,75,.480,6,13,.462,15,20,.750,9,44,23,5,5,16,19,39,83,.470,4,11,.364,13,19,.684,9,38,21,9,2,9,20
2002,MEM,69,2002-03-23,0,DAL,L,100,111,36,84,.429,3,8,.375,25,30,.833,18,41,22,7,6,12,14,43,77,.558,9,15,.600,16,18,.889,8,37,26,11,5,14,32
2002,MEM,70,2002-03-25,0,POR,W,103,100,42,84,.500,4,13,.308,15,24,.625,15,38,23,4,8,16,19,39,87,.448,7,15,.467,15,20,.750,19,44,21,11,1,16,28
2002,MEM,71,2002-03-27,0,SEA,L,82,96,34,82,.415,6,15,.400,8,17,.471,10,36,17,9,4,13,21,38,79,.481,4,9,.444,16,21,.762,13,49,26,4,7,16,21
2002,MEM,72,2002-03-30,1,GSW,W,105,99,47,97,.485,2,10,.200,9,13,.692,20,54,32,9,5,16,19,39,94,.415,0,12,.000,21,28,.750,21,50,23,11,5,14,17
2002,MEM,73,2002-04-02,1,SAC,L,83,107,32,84,.381,5,15,.333,14,25,.560,13,49,21,11,2,16,16,47,93,.505,4,15,.267,9,16,.563,13,55,26,11,4,14,20
2002,MEM,74,2002-04-03,0,MIN,L,81,92,31,84,.369,4,12,.333,15,21,.714,13,47,16,6,8,10,15,36,90,.400,8,19,.421,12,16,.750,19,55,28,4,9,10,18
2002,MEM,75,2002-04-05,1,HOU,W,99,81,40,90,.444,6,16,.375,13,18,.722,21,56,29,4,8,12,15,34,90,.378,1,17,.059,12,16,.750,18,47,14,6,7,9,20
2002,MEM,76,2002-04-06,0,WAS,L,85,88,31,74,.419,2,13,.154,21,34,.618,11,48,20,5,14,15,20,36,95,.379,2,9,.222,14,20,.700,19,58,24,9,2,8,25
2002,MEM,77,2002-04-09,1,DEN,W,97,86,36,76,.474,4,15,.267,21,28,.750,9,40,23,9,16,15,14,36,87,.414,1,11,.091,13,16,.813,19,48,20,8,8,17,23
2002,MEM,78,2002-04-11,1,POR,W,102,99,38,71,.535,6,11,.545,20,30,.667,15,42,24,8,7,19,22,36,80,.450,6,13,.462,21,24,.875,15,33,17,13,4,13,26
2002,MEM,79,2002-04-13,1,SAS,L,92,113,36,78,.462,5,14,.357,15,17,.882,12,33,20,5,4,12,17,47,81,.580,3,9,.333,16,20,.800,12,42,37,9,4,11,21
2002,MEM,80,2002-04-14,0,HOU,W,98,95,36,69,.522,5,15,.333,21,25,.840,10,42,27,7,5,22,13,39,95,.411,5,13,.385,12,15,.800,17,40,22,15,1,10,20
2002,MEM,81,2002-04-16,0,LAC,L,84,92,37,84,.440,3,16,.188,7,7,1.000,10,41,21,4,4,12,14,38,81,.469,7,20,.350,9,15,.600,10,39,26,9,7,9,13
2002,MEM,82,2002-04-17,0,SEA,L,94,109,36,72,.500,7,18,.389,15,24,.625,13,37,26,6,4,23,22,42,80,.525,5,8,.625,20,25,.800,15,36,27,11,0,14,23
2002,MIA,1,2001-10-31,1,TOR,W,97,92,32,71,.451,3,3,1.000,30,42,.714,15,46,18,4,9,17,35,32,77,.416,4,12,.333,24,40,.600,16,42,15,6,2,16,30
2002,MIA,2,2001-11-02,1,CLE,L,83,90,33,80,.413,5,13,.385,12,13,.923,10,31,18,9,9,14,23,33,65,.508,5,8,.625,19,29,.655,8,41,16,6,5,20,20
2002,MIA,3,2001-11-03,0,ATL,L,83,90,34,81,.420,4,10,.400,11,19,.579,12,39,17,5,7,15,28,29,70,.414,2,6,.333,30,42,.714,13,48,18,7,4,15,22
2002,MIA,4,2001-11-06,1,SEA,W,87,85,36,80,.450,6,13,.462,9,16,.563,5,43,29,6,3,21,20,29,91,.319,9,24,.375,18,24,.750,16,53,17,10,4,17,24
2002,MIA,5,2001-11-08,0,MIL,L,82,86,34,82,.415,3,12,.250,11,15,.733,9,42,26,11,8,12,24,31,75,.413,3,16,.188,21,28,.750,12,47,21,8,3,16,21
2002,MIA,6,2001-11-10,1,SAC,L,75,90,34,78,.436,0,4,.000,7,13,.538,9,38,16,7,7,14,26,31,76,.408,5,11,.455,23,26,.885,11,43,16,8,4,16,14
2002,MIA,7,2001-11-13,1,PHI,L,76,82,30,71,.423,2,11,.182,14,19,.737,9,40,18,6,5,17,23,30,77,.390,2,5,.400,20,27,.741,17,47,15,13,3,18,19
2002,MIA,8,2001-11-15,0,NYK,L,74,83,32,78,.410,3,11,.273,7,11,.636,8,35,18,6,2,15,20,30,68,.441,2,7,.286,21,28,.750,10,43,17,7,2,16,15
2002,MIA,9,2001-11-16,1,CHH,L,87,96,34,76,.447,3,13,.231,16,26,.615,8,38,13,5,9,10,18,38,83,.458,4,10,.400,16,20,.800,8,40,12,5,3,9,24
2002,MIA,10,2001-11-20,1,MIN,L,73,80,30,74,.405,4,10,.400,9,18,.500,14,43,16,2,2,16,19,35,84,.417,1,2,.500,9,13,.692,14,44,14,8,3,9,17
2002,MIA,11,2001-11-23,1,DAL,L,94,104,35,78,.449,8,15,.533,16,27,.593,12,37,25,6,5,12,23,38,80,.475,6,15,.400,22,26,.846,12,44,19,5,4,10,24
2002,MIA,12,2001-11-24,0,CLE,L,96,100,34,76,.447,8,14,.571,20,30,.667,10,39,27,8,6,15,24,35,82,.427,6,11,.545,24,30,.800,13,48,26,4,5,13,25
2002,MIA,13,2001-11-27,1,BOS,L,83,84,27,70,.386,6,19,.316,23,31,.742,11,41,17,6,9,15,19,31,73,.425,10,23,.435,12,17,.706,8,41,17,9,7,18,25
2002,MIA,14,2001-11-29,0,CHI,L,72,78,29,72,.403,1,6,.167,13,16,.813,11,43,19,3,6,19,31,26,65,.400,0,5,.000,26,39,.667,8,35,21,12,3,10,20
2002,MIA,15,2001-11-30,1,WAS,L,75,84,31,82,.378,5,11,.455,8,10,.800,12,41,16,5,7,8,15,33,74,.446,5,10,.500,13,17,.765,10,45,13,4,4,10,17
2002,MIA,16,2001-12-04,0,LAC,L,83,87,29,81,.358,4,10,.400,21,33,.636,16,40,18,6,2,8,23,33,74,.446,3,14,.214,18,23,.783,13,50,21,3,9,16,27
2002,MIA,17,2001-12-07,0,SEA,W,98,94,34,73,.466,2,12,.167,28,42,.667,8,47,19,6,9,14,24,33,90,.367,8,24,.333,20,29,.690,16,45,25,5,7,9,30
2002,MIA,18,2001-12-09,0,SAC,L,88,95,37,83,.446,1,5,.200,13,19,.684,12,44,24,7,4,13,23,30,67,.448,5,11,.455,30,36,.833,7,36,19,6,6,14,21
2002,MIA,19,2001-12-11,1,MIL,W,99,97,36,73,.493,4,9,.444,23,31,.742,12,44,21,4,6,15,24,32,73,.438,7,18,.389,26,34,.765,7,32,22,10,5,12,26
2002,MIA,20,2001-12-12,0,WAS,L,80,82,32,77,.416,4,12,.333,12,15,.800,13,38,22,6,4,15,20,33,71,.465,2,5,.400,14,19,.737,10,35,20,8,5,13,17
2002,MIA,21,2001-12-14,1,NJN,L,86,95,36,70,.514,4,6,.667,10,14,.714,8,39,18,5,7,22,19,39,85,.459,4,14,.286,13,20,.650,12,37,28,9,3,9,15
2002,MIA,22,2001-12-15,0,HOU,W,76,73,34,77,.442,1,4,.250,7,10,.700,6,42,17,8,5,10,17,32,80,.400,1,9,.111,8,14,.571,10,43,15,5,5,11,13
2002,MIA,23,2001-12-18,1,UTA,L,56,95,23,83,.277,4,14,.286,6,9,.667,10,30,13,4,8,10,19,34,73,.466,5,8,.625,22,28,.786,15,59,27,5,10,13,15
2002,MIA,24,2001-12-21,1,CLE,L,81,86,32,91,.352,2,13,.154,15,20,.750,14,47,12,9,9,8,17,30,80,.375,5,18,.278,21,26,.808,12,55,14,5,11,15,19
2002,MIA,25,2001-12-23,0,TOR,L,76,83,28,72,.389,2,12,.167,18,27,.667,9,43,17,7,5,15,16,34,81,.420,4,16,.250,11,15,.733,12,47,21,8,4,14,24
2002,MIA,26,2001-12-27,0,ATL,L,96,100,36,77,.468,4,11,.364,20,31,.645,11,42,21,7,10,14,26,31,72,.431,8,19,.421,30,34,.882,6,35,19,7,6,11,22
2002,MIA,27,2001-12-28,1,MEM,L,86,91,39,89,.438,2,10,.200,6,15,.400,16,48,22,7,7,20,25,33,76,.434,3,8,.375,22,31,.710,12,45,20,5,4,17,15
2002,MIA,28,2001-12-30,0,DET,L,80,86,32,72,.444,4,15,.267,12,16,.750,4,30,24,12,2,18,32,30,65,.462,4,16,.250,22,29,.759,9,41,18,6,6,20,21
2002,MIA,29,2001-12-31,0,IND,W,89,87,33,69,.478,1,3,.333,22,29,.759,10,46,22,5,6,21,23,31,83,.373,7,14,.500,18,24,.750,8,34,22,15,8,12,28
2002,MIA,30,2002-01-04,0,BOS,W,89,66,36,76,.474,4,12,.333,13,18,.722,9,55,26,5,8,15,23,22,77,.286,4,17,.235,18,26,.692,8,38,12,10,1,7,17
2002,MIA,31,2002-01-06,1,GSW,W,92,84,33,79,.418,3,9,.333,23,36,.639,16,54,23,7,5,19,28,30,81,.370,1,11,.091,23,27,.852,9,39,8,9,4,13,27
2002,MIA,32,2002-01-08,0,NJN,L,95,104,38,72,.528,3,8,.375,16,18,.889,7,35,21,3,1,14,25,36,73,.493,5,12,.417,27,35,.771,7,29,26,8,3,6,18
2002,MIA,33,2002-01-10,1,POR,L,85,92,32,70,.457,2,15,.133,19,21,.905,15,43,14,5,5,18,27,28,71,.394,6,16,.375,30,37,.811,16,37,13,13,3,10,22
2002,MIA,34,2002-01-12,0,PHO,L,74,108,30,92,.326,4,11,.364,10,14,.714,16,45,14,8,8,17,18,42,82,.512,6,15,.400,18,23,.783,7,43,25,7,5,9,15
2002,MIA,35,2002-01-14,0,GSW,W,85,79,31,69,.449,6,14,.429,17,22,.773,7,34,21,8,5,17,23,31,76,.408,1,11,.091,16,21,.762,20,50,14,9,6,23,24
2002,MIA,36,2002-01-16,0,LAL,W,102,96,40,79,.506,4,12,.333,18,22,.818,12,39,22,6,5,8,20,37,92,.402,11,26,.423,11,14,.786,17,42,22,5,6,10,23
2002,MIA,37,2002-01-17,0,POR,W,92,90,35,82,.427,5,13,.385,17,21,.810,14,49,28,9,6,14,20,33,93,.355,6,24,.250,18,24,.750,20,54,18,8,3,11,24
2002,MIA,38,2002-01-19,1,IND,W,100,88,43,79,.544,4,10,.400,10,13,.769,8,41,29,4,2,13,16,35,79,.443,5,18,.278,13,18,.722,8,35,14,5,3,14,21
2002,MIA,39,2002-01-21,0,CLE,W,95,93,38,80,.475,7,12,.583,12,19,.632,8,41,28,4,9,11,27,33,80,.413,3,14,.214,24,32,.750,14,44,24,4,9,17,24
2002,MIA,40,2002-01-22,1,CHI,W,92,79,34,67,.507,4,14,.286,20,23,.870,5,40,19,12,3,20,14,32,75,.427,6,12,.500,9,17,.529,6,31,16,14,3,18,25
2002,MIA,41,2002-01-24,0,ORL,L,87,92,32,75,.427,3,9,.333,20,26,.769,10,49,18,6,4,19,29,30,77,.390,8,28,.286,24,38,.632,8,41,22,11,3,11,21
2002,MIA,42,2002-01-26,1,NJN,W,90,77,34,65,.523,3,5,.600,19,28,.679,13,45,16,7,6,16,20,29,71,.408,3,13,.231,16,24,.667,9,27,15,11,4,12,22
2002,MIA,43,2002-01-28,0,UTA,L,89,101,33,80,.413,5,16,.313,18,21,.857,17,37,16,8,4,16,33,30,55,.545,5,7,.714,36,44,.818,3,22,19,8,5,14,20
2002,MIA,44,2002-01-29,0,DEN,W,100,94,40,90,.444,3,10,.300,17,17,1.000,12,41,20,9,8,13,22,36,81,.444,8,17,.471,14,23,.609,12,42,20,7,8,16,18
2002,MIA,45,2002-02-01,1,SAS,W,88,83,34,82,.415,6,12,.500,14,17,.824,9,38,23,7,2,8,26,32,70,.457,2,9,.222,17,24,.708,9,43,13,3,2,19,20
2002,MIA,46,2002-02-03,0,NYK,W,94,83,34,81,.420,4,11,.364,22,26,.846,9,47,18,2,4,6,19,30,77,.390,5,16,.313,18,23,.783,7,40,19,4,1,10,22
2002,MIA,47,2002-02-05,1,ATL,L,73,76,32,78,.410,1,13,.077,8,12,.667,10,44,17,8,7,12,18,25,66,.379,3,11,.273,23,29,.793,7,40,14,8,2,11,20
2002,MIA,48,2002-02-13,1,ORL,W,112,95,48,87,.552,7,15,.467,9,10,.900,12,45,24,4,5,12,22,36,74,.486,9,15,.600,14,23,.609,5,26,18,6,1,10,16
2002,MIA,49,2002-02-15,0,MIL,W,90,88,34,88,.386,5,12,.417,17,21,.810,15,49,26,12,5,13,21,33,84,.393,6,18,.333,16,20,.800,9,47,22,9,6,15,21
2002,MIA,50,2002-02-17,0,MIN,L,80,93,32,80,.400,7,19,.368,9,14,.643,13,38,22,8,2,18,15,40,76,.526,2,10,.200,11,12,.917,6,39,25,11,5,17,17
2002,MIA,51,2002-02-18,1,CHI,W,102,80,44,79,.557,3,9,.333,11,20,.550,9,43,30,10,3,13,26,25,60,.417,5,13,.385,25,37,.676,2,25,15,5,3,19,21
2002,MIA,52,2002-02-20,1,LAC,L,71,81,25,76,.329,1,15,.067,20,25,.800,14,45,13,5,9,12,20,35,91,.385,2,10,.200,9,16,.563,20,55,17,7,3,9,19
2002,MIA,53,2002-02-23,0,WAS,W,97,95,41,79,.519,2,9,.222,13,15,.867,9,36,28,6,9,12,20,38,78,.487,3,9,.333,16,22,.727,11,38,21,5,9,11,18
2002,MIA,54,2002-02-24,1,WAS,W,92,80,39,75,.520,1,6,.167,13,16,.813,10,42,17,8,7,14,11,35,80,.438,6,13,.462,4,8,.500,11,36,17,10,4,15,20
2002,MIA,55,2002-02-27,0,PHI,L,72,82,28,83,.337,5,16,.313,11,16,.688,18,47,18,5,2,11,31,27,69,.391,1,8,.125,27,46,.587,17,51,9,7,3,9,16
